Domain,Area,Element,Item,Year,Value
"Suite of Food Security Indicators","Solomon Islands","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Solomon Islands","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","Solomon Islands","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Solomon Islands","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Solomon Islands","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","Solomon Islands","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Solomon Islands","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Solomon Islands","Value","Political stability and absence of violence/terrorism (index)","2021","0.54"
"Suite of Food Security Indicators","Solomon Islands","Value","Political stability and absence of violence/terrorism (index)","2022","0.41"
"Suite of Food Security Indicators","Solomon Islands","Value","Number of obese adults (18 years and older) (million)","2021","0.1"
"Suite of Food Security Indicators","Solomon Islands","Value","Number of obese adults (18 years and older) (million)","2022","0.1"
"Suite of Food Security Indicators","Somalia","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","1393"
"Suite of Food Security Indicators","Somalia","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","1388"
"Suite of Food Security Indicators","Somalia","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","1403"
"Suite of Food Security Indicators","Somalia","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","1408"
"Suite of Food Security Indicators","Somalia","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022","43.4"
"Suite of Food Security Indicators","Somalia","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Somalia","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Somalia","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022","43.4"
"Suite of Food Security Indicators","Somalia","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Somalia","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Somalia","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022","43.4"
"Suite of Food Security Indicators","Somalia","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Somalia","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Somalia","Value","Political stability and absence of violence/terrorism (index)","2021","-2.73"
"Suite of Food Security Indicators","Somalia","Value","Political stability and absence of violence/terrorism (index)","2022","-2.43"
"Suite of Food Security Indicators","Somalia","Value","Number of obese adults (18 years and older) (million)","2021","1.1"
"Suite of Food Security Indicators","Somalia","Value","Number of obese adults (18 years and older) (million)","2022","1.2"
"Suite of Food Security Indicators","South Africa","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","13711"
"Suite of Food Security Indicators","South Africa","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","13777"
"Suite of Food Security Indicators","South Africa","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","13690"
"Suite of Food Security Indicators","South Africa","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","13599"
"Suite of Food Security Indicators","South Africa","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022","8.4"
"Suite of Food Security Indicators","South Africa","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023","8.4"
"Suite of Food Security Indicators","South Africa","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024","8.5"
"Suite of Food Security Indicators","South Africa","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022","7.7"
"Suite of Food Security Indicators","South Africa","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023","7.9"
"Suite of Food Security Indicators","South Africa","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024","8.3"
"Suite of Food Security Indicators","South Africa","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022","9.1"
"Suite of Food Security Indicators","South Africa","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023","9"
"Suite of Food Security Indicators","South Africa","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024","8.6"
"Suite of Food Security Indicators","South Africa","Value","Political stability and absence of violence/terrorism (index)","2021","-0.75"
"Suite of Food Security Indicators","South Africa","Value","Political stability and absence of violence/terrorism (index)","2022","-0.68"
"Suite of Food Security Indicators","South Africa","Value","Number of obese adults (18 years and older) (million)","2021","12.1"
"Suite of Food Security Indicators","South Africa","Value","Number of obese adults (18 years and older) (million)","2022","12.3"
"Suite of Food Security Indicators","South Sudan","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022","63.2"
"Suite of Food Security Indicators","South Sudan","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023","63.2"
"Suite of Food Security Indicators","South Sudan","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024","63.1"
"Suite of Food Security Indicators","South Sudan","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022","63.2"
"Suite of Food Security Indicators","South Sudan","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023","63.2"
"Suite of Food Security Indicators","South Sudan","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024","63.1"
"Suite of Food Security Indicators","South Sudan","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022","63.2"
"Suite of Food Security Indicators","South Sudan","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023","63.2"
"Suite of Food Security Indicators","South Sudan","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024","63.1"
"Suite of Food Security Indicators","South Sudan","Value","Political stability and absence of violence/terrorism (index)","2021","-2.29"
"Suite of Food Security Indicators","South Sudan","Value","Political stability and absence of violence/terrorism (index)","2022","-2.21"
"Suite of Food Security Indicators","South Sudan","Value","Number of obese adults (18 years and older) (million)","2021","0.4"
"Suite of Food Security Indicators","South Sudan","Value","Number of obese adults (18 years and older) (million)","2022","0.5"
"Suite of Food Security Indicators","Spain","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","44252"
"Suite of Food Security Indicators","Spain","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","46650"
"Suite of Food Security Indicators","Spain","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","47341"
"Suite of Food Security Indicators","Spain","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","48373"
"Suite of Food Security Indicators","Spain","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022","1.8"
"Suite of Food Security Indicators","Spain","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023","1.5"
"Suite of Food Security Indicators","Spain","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024","1.4"
"Suite of Food Security Indicators","Spain","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022","1.7"
"Suite of Food Security Indicators","Spain","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023","1.2"
"Suite of Food Security Indicators","Spain","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024","1.1"
"Suite of Food Security Indicators","Spain","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022","1.8"
"Suite of Food Security Indicators","Spain","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023","1.9"
"Suite of Food Security Indicators","Spain","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024","1.8"
"Suite of Food Security Indicators","Spain","Value","Political stability and absence of violence/terrorism (index)","2021","0.51"
"Suite of Food Security Indicators","Spain","Value","Political stability and absence of violence/terrorism (index)","2022","0.32"
"Suite of Food Security Indicators","Spain","Value","Number of obese adults (18 years and older) (million)","2021","6.3"
"Suite of Food Security Indicators","Spain","Value","Number of obese adults (18 years and older) (million)","2022","6.2"
"Suite of Food Security Indicators","Sri Lanka","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","14316"
"Suite of Food Security Indicators","Sri Lanka","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","13249"
"Suite of Food Security Indicators","Sri Lanka","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","13025"
"Suite of Food Security Indicators","Sri Lanka","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","13753"
"Suite of Food Security Indicators","Sri Lanka","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022","1.2"
"Suite of Food Security Indicators","Sri Lanka","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023","1.2"
"Suite of Food Security Indicators","Sri Lanka","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024","1.1"
"Suite of Food Security Indicators","Sri Lanka","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022","1.2"
"Suite of Food Security Indicators","Sri Lanka","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023","1.2"
"Suite of Food Security Indicators","Sri Lanka","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024","1.1"
"Suite of Food Security Indicators","Sri Lanka","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022","1.2"
"Suite of Food Security Indicators","Sri Lanka","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023","1.2"
"Suite of Food Security Indicators","Sri Lanka","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024","1.2"
"Suite of Food Security Indicators","Sri Lanka","Value","Political stability and absence of violence/terrorism (index)","2021","-0.38"
"Suite of Food Security Indicators","Sri Lanka","Value","Political stability and absence of violence/terrorism (index)","2022","-0.8"
"Suite of Food Security Indicators","Sri Lanka","Value","Number of obese adults (18 years and older) (million)","2021","1.6"
"Suite of Food Security Indicators","Sri Lanka","Value","Number of obese adults (18 years and older) (million)","2022","1.7"
"Suite of Food Security Indicators","Sudan","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","3249"
"Suite of Food Security Indicators","Sudan","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","3132"
"Suite of Food Security Indicators","Sudan","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","2181"
"Suite of Food Security Indicators","Sudan","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","1872"
"Suite of Food Security Indicators","Sudan","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","Sudan","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Sudan","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Sudan","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","Sudan","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Sudan","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Sudan","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","Sudan","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Sudan","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Sudan","Value","Political stability and absence of violence/terrorism (index)","2021","-1.99"
"Suite of Food Security Indicators","Sudan","Value","Political stability and absence of violence/terrorism (index)","2022","-2.08"
"Suite of Food Security Indicators","Sudan","Value","Number of obese adults (18 years and older) (million)","2021","3.9"
"Suite of Food Security Indicators","Sudan","Value","Number of obese adults (18 years and older) (million)","2022","4.2"
"Suite of Food Security Indicators","Suriname","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","18458"
"Suite of Food Security Indicators","Suriname","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","18743"
"Suite of Food Security Indicators","Suriname","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","19044"
"Suite of Food Security Indicators","Suriname","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","19413"
"Suite of Food Security Indicators","Suriname","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022","7.2"
"Suite of Food Security Indicators","Suriname","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023","7.2"
"Suite of Food Security Indicators","Suriname","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Suriname","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022","6.2"
"Suite of Food Security Indicators","Suriname","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023","6.2"
"Suite of Food Security Indicators","Suriname","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Suriname","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022","8.2"
"Suite of Food Security Indicators","Suriname","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023","8.2"
"Suite of Food Security Indicators","Suriname","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Suriname","Value","Political stability and absence of violence/terrorism (index)","2021","0.35"
"Suite of Food Security Indicators","Suriname","Value","Political stability and absence of violence/terrorism (index)","2022","0.4"
"Suite of Food Security Indicators","Suriname","Value","Number of obese adults (18 years and older) (million)","2021","0.1"
"Suite of Food Security Indicators","Suriname","Value","Number of obese adults (18 years and older) (million)","2022","0.1"
"Suite of Food Security Indicators","Sweden","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","62732"
"Suite of Food Security Indicators","Sweden","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","63215"
"Suite of Food Security Indicators","Sweden","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","62846"
"Suite of Food Security Indicators","Sweden","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","63259"
"Suite of Food Security Indicators","Sweden","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022","1.4"
"Suite of Food Security Indicators","Sweden","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023","1.8"
"Suite of Food Security Indicators","Sweden","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024","2.5"
"Suite of Food Security Indicators","Sweden","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022","1.4"
"Suite of Food Security Indicators","Sweden","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023","2.1"
"Suite of Food Security Indicators","Sweden","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024","2.9"
"Suite of Food Security Indicators","Sweden","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022","1.3"
"Suite of Food Security Indicators","Sweden","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023","1.5"
"Suite of Food Security Indicators","Sweden","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024","2.2"
"Suite of Food Security Indicators","Sweden","Value","Political stability and absence of violence/terrorism (index)","2021","1.01"
"Suite of Food Security Indicators","Sweden","Value","Political stability and absence of violence/terrorism (index)","2022","0.91"
"Suite of Food Security Indicators","Sweden","Value","Number of obese adults (18 years and older) (million)","2021","1.3"
"Suite of Food Security Indicators","Sweden","Value","Number of obese adults (18 years and older) (million)","2022","1.3"
"Suite of Food Security Indicators","Switzerland","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","81001"
"Suite of Food Security Indicators","Switzerland","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","82777"
"Suite of Food Security Indicators","Switzerland","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","82302"
"Suite of Food Security Indicators","Switzerland","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","82026"
"Suite of Food Security Indicators","Switzerland","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022","0.6"
"Suite of Food Security Indicators","Switzerland","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023","1.1"
"Suite of Food Security Indicators","Switzerland","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024","1.1"
"Suite of Food Security Indicators","Switzerland","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022","0.7"
"Suite of Food Security Indicators","Switzerland","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023","1.4"
"Suite of Food Security Indicators","Switzerland","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024","1.4"
"Suite of Food Security Indicators","Switzerland","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022","0.6"
"Suite of Food Security Indicators","Switzerland","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023","0.9"
"Suite of Food Security Indicators","Switzerland","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024","0.8"
"Suite of Food Security Indicators","Switzerland","Value","Political stability and absence of violence/terrorism (index)","2021","1.12"
"Suite of Food Security Indicators","Switzerland","Value","Political stability and absence of violence/terrorism (index)","2022","1.16"
"Suite of Food Security Indicators","Switzerland","Value","Number of obese adults (18 years and older) (million)","2021","0.9"
"Suite of Food Security Indicators","Switzerland","Value","Number of obese adults (18 years and older) (million)","2022","0.9"
"Suite of Food Security Indicators","Syrian Arab Republic","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","4593"
"Suite of Food Security Indicators","Syrian Arab Republic","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","4455"
"Suite of Food Security Indicators","Syrian Arab Republic","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","4190"
"Suite of Food Security Indicators","Syrian Arab Republic","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","Syrian Arab Republic","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Syrian Arab Republic","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Syrian Arab Republic","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","Syrian Arab Republic","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Syrian Arab Republic","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Syrian Arab Republic","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","Syrian Arab Republic","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Syrian Arab Republic","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Syrian Arab Republic","Value","Political stability and absence of violence/terrorism (index)","2021","-2.66"
"Suite of Food Security Indicators","Syrian Arab Republic","Value","Political stability and absence of violence/terrorism (index)","2022","-2.78"
"Suite of Food Security Indicators","Syrian Arab Republic","Value","Number of obese adults (18 years and older) (million)","2021","4.2"
"Suite of Food Security Indicators","Syrian Arab Republic","Value","Number of obese adults (18 years and older) (million)","2022","4.6"
"Suite of Food Security Indicators","Tajikistan","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","3986"
"Suite of Food Security Indicators","Tajikistan","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","4214"
"Suite of Food Security Indicators","Tajikistan","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","4472"
"Suite of Food Security Indicators","Tajikistan","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","4756"
"Suite of Food Security Indicators","Tajikistan","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022","8.3"
"Suite of Food Security Indicators","Tajikistan","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023","6.7"
"Suite of Food Security Indicators","Tajikistan","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024","5.6"
"Suite of Food Security Indicators","Tajikistan","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022","7.6"
"Suite of Food Security Indicators","Tajikistan","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023","6.3"
"Suite of Food Security Indicators","Tajikistan","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024","4.9"
"Suite of Food Security Indicators","Tajikistan","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022","9"
"Suite of Food Security Indicators","Tajikistan","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023","7.2"
"Suite of Food Security Indicators","Tajikistan","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024","6.3"
"Suite of Food Security Indicators","Tajikistan","Value","Political stability and absence of violence/terrorism (index)","2021","-0.68"
"Suite of Food Security Indicators","Tajikistan","Value","Political stability and absence of violence/terrorism (index)","2022","-0.74"
"Suite of Food Security Indicators","Tajikistan","Value","Number of obese adults (18 years and older) (million)","2021","1.3"
"Suite of Food Security Indicators","Tajikistan","Value","Number of obese adults (18 years and older) (million)","2022","1.4"
"Suite of Food Security Indicators","Thailand","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","20243"
"Suite of Food Security Indicators","Thailand","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","20763"
"Suite of Food Security Indicators","Thailand","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","21192"
"Suite of Food Security Indicators","Thailand","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","21737"
"Suite of Food Security Indicators","Thailand","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022","1.3"
"Suite of Food Security Indicators","Thailand","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023","1.1"
"Suite of Food Security Indicators","Thailand","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024","0.8"
"Suite of Food Security Indicators","Thailand","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022","1.1"
"Suite of Food Security Indicators","Thailand","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023","1"
"Suite of Food Security Indicators","Thailand","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024","0.8"
"Suite of Food Security Indicators","Thailand","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022","1.4"
"Suite of Food Security Indicators","Thailand","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023","1.2"
"Suite of Food Security Indicators","Thailand","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024","0.9"
"Suite of Food Security Indicators","Thailand","Value","Political stability and absence of violence/terrorism (index)","2021","-0.57"
"Suite of Food Security Indicators","Thailand","Value","Political stability and absence of violence/terrorism (index)","2022","-0.39"
"Suite of Food Security Indicators","Thailand","Value","Number of obese adults (18 years and older) (million)","2021","8.5"
"Suite of Food Security Indicators","Thailand","Value","Number of obese adults (18 years and older) (million)","2022","8.9"
"Suite of Food Security Indicators","Timor-Leste","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","6825"
"Suite of Food Security Indicators","Timor-Leste","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","5347"
"Suite of Food Security Indicators","Timor-Leste","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","4331"
"Suite of Food Security Indicators","Timor-Leste","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","4186"
"Suite of Food Security Indicators","Timor-Leste","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022","8.9"
"Suite of Food Security Indicators","Timor-Leste","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Timor-Leste","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Timor-Leste","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022","8.9"
"Suite of Food Security Indicators","Timor-Leste","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Timor-Leste","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Timor-Leste","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022","8.9"
"Suite of Food Security Indicators","Timor-Leste","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Timor-Leste","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Timor-Leste","Value","Political stability and absence of violence/terrorism (index)","2021","0.19"
"Suite of Food Security Indicators","Timor-Leste","Value","Political stability and absence of violence/terrorism (index)","2022","0.26"
"Suite of Food Security Indicators","Timor-Leste","Value","Number of obese adults (18 years and older) (million)","2021","<0.1"
"Suite of Food Security Indicators","Timor-Leste","Value","Number of obese adults (18 years and older) (million)","2022","<0.1"
"Suite of Food Security Indicators","Togo","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","2577"
"Suite of Food Security Indicators","Togo","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","2662"
"Suite of Food Security Indicators","Togo","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","2768"
"Suite of Food Security Indicators","Togo","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","2850"
"Suite of Food Security Indicators","Togo","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022","12.8"
"Suite of Food Security Indicators","Togo","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023","10.9"
"Suite of Food Security Indicators","Togo","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024","9.9"
"Suite of Food Security Indicators","Togo","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022","13.9"
"Suite of Food Security Indicators","Togo","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023","11.8"
"Suite of Food Security Indicators","Togo","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024","10.2"
"Suite of Food Security Indicators","Togo","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022","11.6"
"Suite of Food Security Indicators","Togo","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023","10"
"Suite of Food Security Indicators","Togo","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024","9.7"
