"","","","2020-2022 [20202022]","2020-2022 [20202022]","2020-2022 [20202022]","2020-2022 [20202022]","2021 [2021]","2021 [2021]","2021 [2021]","2021 [2021]","2021-2023 [20212023]","2021-2023 [20212023]","2021-2023 [20212023]","2021-2023 [20212023]","2022 [2022]","2022 [2022]","2022 [2022]","2022 [2022]","2022-2024 [20222024]","2022-2024 [20222024]","2022-2024 [20222024]","2022-2024 [20222024]","2023 [2023]","2023 [2023]","2023 [2023]","2023 [2023]","2024 [2024]","2024 [2024]","2024 [2024]","2024 [2024]"
"Seychelles [690]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Seychelles [690]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Sierra Leone [694]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","2852","Figure from external organization","","","","","","Int$/cap","2937","Figure from external organization","","","","","","Int$/cap","3038","Figure from external organization","","Int$/cap","3093","Figure from external organization",""
"Sierra Leone [694]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","0.3","Figure from external organization","","","","","","million No","0.3","Figure from external organization","","","","","","","","","","","","",""
"Sierra Leone [694]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","-0.1","Figure from external organization","","","","","","","-0.09","Figure from external organization","","","","","","","","","","","","",""
"Sierra Leone [694]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","31.7","Estimated value","FAO data","","","","","%","32.1","Estimated value","FAO data","","","","","%","33.5","Estimated value","FAO data","","","","","","","",""
"Sierra Leone [694]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","32","Estimated value","FAO data","","","","","%","32.6","Estimated value","FAO data","","","","","%","33.9","Estimated value","FAO data","","","","","","","",""
"Sierra Leone [694]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","31.9","Estimated value","FAO data","","","","","%","32.3","Estimated value","FAO data","","","","","%","33.7","Estimated value","FAO data","","","","","","","",""
"Singapore [702]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","132617","Figure from external organization","","","","","","Int$/cap","133572","Figure from external organization","","","","","","Int$/cap","129555","Figure from external organization","","Int$/cap","132570","Figure from external organization",""
"Singapore [702]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","0.7","Figure from external organization","","","","","","million No","0.7","Figure from external organization","","","","","","","","","","","","",""
"Singapore [702]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","1.44","Figure from external organization","","","","","","","1.44","Figure from external organization","","","","","","","","","","","","",""
"Singapore [702]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","1.5","Estimated value","FAO data","","","","","%","2","Estimated value","FAO data","","","","","%","2.6","Estimated value","FAO data","","","","","","","",""
"Singapore [702]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","2","Estimated value","FAO data","","","","","%","3","Estimated value","FAO data","","","","","%","4.3","Estimated value","FAO data","","","","","","","",""
"Singapore [702]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","1.7","Estimated value","FAO data","","","","","%","2.5","Estimated value","FAO data","","","","","%","3.5","Estimated value","FAO data","","","","","","","",""
"Slovakia [703]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","38346","Figure from external organization","","","","","","Int$/cap","38624","Figure from external organization","","","","","","Int$/cap","39498","Figure from external organization","","Int$/cap","40347","Figure from external organization",""
"Slovakia [703]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","1.2","Figure from external organization","","","","","","million No","1.2","Figure from external organization","","","","","","","","","","","","",""
"Slovakia [703]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","0.62","Figure from external organization","","","","","","","0.45","Figure from external organization","","","","","","","","","","","","",""
"Slovakia [703]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","2.2","Estimated value","FAO data","","","","","%","2.2","Estimated value","FAO data","","","","","%","1.6","Estimated value","FAO data","","","","","","","",""
"Slovakia [703]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","1.4","Estimated value","FAO data","","","","","%","1.7","Estimated value","FAO data","","","","","%","1.2","Estimated value","FAO data","","","","","","","",""
"Slovakia [703]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","1.8","Estimated value","FAO data","","","","","%","2","Estimated value","FAO data","","","","","%","1.4","Estimated value","FAO data","","","","","","","",""
"Slovenia [705]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","45914","Figure from external organization","","","","","","Int$/cap","47064","Figure from external organization","","","","","","Int$/cap","47868","Figure from external organization","","Int$/cap","48496","Figure from external organization",""
"Slovenia [705]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","0.3","Figure from external organization","","","","","","million No","0.3","Figure from external organization","","","","","","","","","","","","",""
"Slovenia [705]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","0.76","Figure from external organization","","","","","","","0.71","Figure from external organization","","","","","","","","","","","","",""
"Slovenia [705]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","1.4","Estimated value","FAO data","","","","","%","1.5","Estimated value","FAO data","","","","","%","1.1","Estimated value","FAO data","","","","","","","",""
"Slovenia [705]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","<0.5","Estimated value","FAO data","","","","","%","<0.5","Estimated value","FAO data","","","","","%","0.7","Estimated value","FAO data","","","","","","","",""
"Slovenia [705]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","0.9","Estimated value","FAO data","","","","","%","0.9","Estimated value","FAO data","","","","","%","0.9","Estimated value","FAO data","","","","","","","",""
"Solomon Islands [090]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","2518","Figure from external organization","","","","","","Int$/cap","2518","Figure from external organization","","","","","","Int$/cap","2524","Figure from external organization","","Int$/cap","2527","Figure from external organization",""
"Solomon Islands [090]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","0.1","Figure from external organization","","","","","","million No","0.1","Figure from external organization","","","","","","","","","","","","",""
"Solomon Islands [090]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","0.54","Figure from external organization","","","","","","","0.41","Figure from external organization","","","","","","","","","","","","",""
"Solomon Islands [090]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Solomon Islands [090]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Solomon Islands [090]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Somalia [706]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","1393","Figure from external organization","","","","","","Int$/cap","1388","Figure from external organization","","","","","","Int$/cap","1403","Figure from external organization","","Int$/cap","1408","Figure from external organization",""
"Somalia [706]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","1.1","Figure from external organization","","","","","","million No","1.2","Figure from external organization","","","","","","","","","","","","",""
"Somalia [706]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","-2.73","Figure from external organization","","","","","","","-2.43","Figure from external organization","","","","","","","","","","","","",""
"Somalia [706]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","43.4","Estimated value","FAO data","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Somalia [706]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","43.4","Estimated value","FAO data","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Somalia [706]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","43.4","Estimated value","FAO data","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"South Africa [710]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","13711","Figure from external organization","","","","","","Int$/cap","13777","Figure from external organization","","","","","","Int$/cap","13690","Figure from external organization","","Int$/cap","13599","Figure from external organization",""
"South Africa [710]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","12.1","Figure from external organization","","","","","","million No","12.3","Figure from external organization","","","","","","","","","","","","",""
"South Africa [710]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","-0.75","Figure from external organization","","","","","","","-0.68","Figure from external organization","","","","","","","","","","","","",""
"South Africa [710]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","9.1","Estimated value","Official estimate integrated with FAO data","","","","","%","9","Estimated value","Official estimate integrated with FAO data","","","","","%","8.6","Estimated value","Official estimate","","","","","","","",""
"South Africa [710]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","7.7","Estimated value","Official estimate integrated with FAO data","","","","","%","7.9","Estimated value","Official estimate integrated with FAO data","","","","","%","8.3","Estimated value","Official estimate","","","","","","","",""
"South Africa [710]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","8.4","Estimated value","Official estimate integrated with FAO data","","","","","%","8.4","Official figure","Official estimate integrated with FAO data","","","","","%","8.5","Official figure","Official estimate","","","","","","","",""
"South Sudan [728]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"South Sudan [728]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","0.4","Figure from external organization","","","","","","million No","0.5","Figure from external organization","","","","","","","","","","","","",""
"South Sudan [728]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","-2.29","Figure from external organization","","","","","","","-2.21","Figure from external organization","","","","","","","","","","","","",""
"South Sudan [728]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","63.2","Estimated value","Official estimate","","","","","%","63.2","Estimated value","Official estimate","","","","","%","63.1","Estimated value","Official estimate","","","","","","","",""
"South Sudan [728]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","63.2","Estimated value","Official estimate","","","","","%","63.2","Estimated value","Official estimate","","","","","%","63.1","Estimated value","Official estimate","","","","","","","",""
"South Sudan [728]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","63.2","Official figure","Official estimate","","","","","%","63.2","Estimated value","Official estimate","","","","","%","63.1","Estimated value","Official estimate","","","","","","","",""
"Spain [724]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","44252","Figure from external organization","","","","","","Int$/cap","46650","Figure from external organization","","","","","","Int$/cap","47341","Figure from external organization","","Int$/cap","48373","Figure from external organization",""
"Spain [724]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","6.3","Figure from external organization","","","","","","million No","6.2","Figure from external organization","","","","","","","","","","","","",""
"Spain [724]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","0.51","Figure from external organization","","","","","","","0.32","Figure from external organization","","","","","","","","","","","","",""
"Spain [724]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","1.8","Estimated value","FAO data","","","","","%","1.9","Estimated value","FAO data","","","","","%","1.8","Estimated value","FAO data","","","","","","","",""
"Spain [724]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","1.7","Estimated value","FAO data","","","","","%","1.2","Estimated value","FAO data","","","","","%","1.1","Estimated value","FAO data","","","","","","","",""
"Spain [724]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","1.8","Estimated value","FAO data","","","","","%","1.5","Estimated value","FAO data","","","","","%","1.4","Estimated value","FAO data","","","","","","","",""
"Sri Lanka [144]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","14316","Figure from external organization","","","","","","Int$/cap","13249","Figure from external organization","","","","","","Int$/cap","13025","Figure from external organization","","Int$/cap","13753","Figure from external organization",""
"Sri Lanka [144]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","1.6","Figure from external organization","","","","","","million No","1.7","Figure from external organization","","","","","","","","","","","","",""
"Sri Lanka [144]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","-0.38","Figure from external organization","","","","","","","-0.8","Figure from external organization","","","","","","","","","","","","",""
"Sri Lanka [144]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","1.2","Estimated value","Official estimate integrated with FAO data","","","","","%","1.2","Estimated value","Official estimate integrated with FAO data","","","","","%","1.2","Estimated value","Official estimate integrated with FAO data","","","","","","","",""
"Sri Lanka [144]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","1.2","Estimated value","Official estimate integrated with FAO data","","","","","%","1.2","Estimated value","Official estimate integrated with FAO data","","","","","%","1.1","Estimated value","Official estimate integrated with FAO data","","","","","","","",""
"Sri Lanka [144]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","1.2","Estimated value","Official estimate integrated with FAO data","","","","","%","1.2","Estimated value","Official estimate integrated with FAO data","","","","","%","1.1","Estimated value","Official estimate integrated with FAO data","","","","","","","",""
"Sudan [729]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","3249","Figure from external organization","","","","","","Int$/cap","3132","Figure from external organization","","","","","","Int$/cap","2181","Figure from external organization","","Int$/cap","1872","Figure from external organization",""
"Sudan [729]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","3.9","Figure from external organization","","","","","","million No","4.2","Figure from external organization","","","","","","","","","","","","",""
"Sudan [729]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","-1.99","Figure from external organization","","","","","","","-2.08","Figure from external organization","","","","","","","","","","","","",""
"Sudan [729]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","","Missing value; suppressed","","","","","","%","","Missing value; suppressed","","","","","","%","","Missing value; suppressed","","","","","","","","",""
"Sudan [729]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","","Missing value; suppressed","","","","","","%","","Missing value; suppressed","","","","","","%","","Missing value; suppressed","","","","","","","","",""
"Sudan [729]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","","Missing value; suppressed","","","","","","%","","Missing value; suppressed","","","","","","%","","Missing value; suppressed","","","","","","","","",""
"Suriname [740]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","18458","Figure from external organization","","","","","","Int$/cap","18743","Figure from external organization","","","","","","Int$/cap","19044","Figure from external organization","","Int$/cap","19413","Figure from external organization",""
"Suriname [740]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","0.1","Figure from external organization","","","","","","million No","0.1","Figure from external organization","","","","","","","","","","","","",""
"Suriname [740]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","0.35","Figure from external organization","","","","","","","0.4","Figure from external organization","","","","","","","","","","","","",""
"Suriname [740]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","8.2","Estimated value","FAO data","","","","","%","8.2","Estimated value","FAO data","","","","","%","","Missing value","","","","","","","","",""
"Suriname [740]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","6.2","Estimated value","FAO data","","","","","%","6.2","Estimated value","FAO data","","","","","%","","Missing value","","","","","","","","",""
"Suriname [740]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","7.2","Estimated value","FAO data","","","","","%","7.2","Estimated value","FAO data","","","","","%","","Missing value","","","","","","","","",""
"Sweden [752]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","62732","Figure from external organization","","","","","","Int$/cap","63215","Figure from external organization","","","","","","Int$/cap","62846","Figure from external organization","","Int$/cap","63259","Figure from external organization",""
"Sweden [752]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","1.3","Figure from external organization","","","","","","million No","1.3","Figure from external organization","","","","","","","","","","","","",""
"Sweden [752]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","1.01","Figure from external organization","","","","","","","0.91","Figure from external organization","","","","","","","","","","","","",""
"Sweden [752]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","1.3","Estimated value","FAO data","","","","","%","1.5","Estimated value","FAO data","","","","","%","2.2","Estimated value","FAO data","","","","","","","",""
"Sweden [752]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","1.4","Estimated value","FAO data","","","","","%","2.1","Estimated value","FAO data","","","","","%","2.9","Estimated value","FAO data","","","","","","","",""
"Sweden [752]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","1.4","Estimated value","FAO data","","","","","%","1.8","Estimated value","FAO data","","","","","%","2.5","Estimated value","FAO data","","","","","","","",""
"Switzerland [756]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","81001","Figure from external organization","","","","","","Int$/cap","82777","Figure from external organization","","","","","","Int$/cap","82302","Figure from external organization","","Int$/cap","82026","Figure from external organization",""
"Switzerland [756]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","0.9","Figure from external organization","","","","","","million No","0.9","Figure from external organization","","","","","","","","","","","","",""
"Switzerland [756]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","1.12","Figure from external organization","","","","","","","1.16","Figure from external organization","","","","","","","","","","","","",""
"Switzerland [756]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","0.6","Estimated value","FAO data","","","","","%","0.9","Estimated value","FAO data","","","","","%","0.8","Estimated value","FAO data","","","","","","","",""
"Switzerland [756]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","0.7","Estimated value","FAO data","","","","","%","1.4","Estimated value","FAO data","","","","","%","1.4","Estimated value","FAO data","","","","","","","",""
"Switzerland [756]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","0.6","Estimated value","FAO data","","","","","%","1.1","Estimated value","FAO data","","","","","%","1.1","Estimated value","FAO data","","","","","","","",""
"Syrian Arab Republic [760]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","4593","Figure from external organization","","","","","","Int$/cap","4455","Figure from external organization","","","","","","Int$/cap","4190","Figure from external organization","","","","",""
"Syrian Arab Republic [760]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","4.2","Figure from external organization","","","","","","million No","4.6","Figure from external organization","","","","","","","","","","","","",""
"Syrian Arab Republic [760]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","-2.66","Figure from external organization","","","","","","","-2.78","Figure from external organization","","","","","","","","","","","","",""
"Syrian Arab Republic [760]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","","Missing value; suppressed","","","","","","%","","Missing value; suppressed","","","","","","%","","Missing value; suppressed","","","","","","","","",""
"Syrian Arab Republic [760]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","","Missing value; suppressed","","","","","","%","","Missing value; suppressed","","","","","","%","","Missing value; suppressed","","","","","","","","",""
"Syrian Arab Republic [760]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","","Missing value; suppressed","","","","","","%","","Missing value; suppressed","","","","","","%","","Missing value; suppressed","","","","","","","","",""
"Tajikistan [762]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","3986","Figure from external organization","","","","","","Int$/cap","4214","Figure from external organization","","","","","","Int$/cap","4472","Figure from external organization","","Int$/cap","4756","Figure from external organization",""
"Tajikistan [762]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","1.3","Figure from external organization","","","","","","million No","1.4","Figure from external organization","","","","","","","","","","","","",""
"Tajikistan [762]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","-0.68","Figure from external organization","","","","","","","-0.74","Figure from external organization","","","","","","","","","","","","",""
"Tajikistan [762]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","9","Estimated value","FAO data","","","","","%","7.2","Estimated value","FAO data","","","","","%","6.3","Estimated value","FAO data","","","","","","","",""
"Tajikistan [762]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","7.6","Estimated value","FAO data","","","","","%","6.3","Estimated value","FAO data","","","","","%","4.9","Estimated value","FAO data","","","","","","","",""
"Tajikistan [762]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","8.3","Estimated value","FAO data","","","","","%","6.7","Estimated value","FAO data","","","","","%","5.6","Estimated value","FAO data","","","","","","","",""
"Thailand [764]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","20243","Figure from external organization","","","","","","Int$/cap","20763","Figure from external organization","","","","","","Int$/cap","21192","Figure from external organization","","Int$/cap","21737","Figure from external organization",""
"Thailand [764]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","8.5","Figure from external organization","","","","","","million No","8.9","Figure from external organization","","","","","","","","","","","","",""
"Thailand [764]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","-0.57","Figure from external organization","","","","","","","-0.39","Figure from external organization","","","","","","","","","","","","",""
"Thailand [764]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","1.4","Estimated value","Official estimate integrated with FAO data","","","","","%","1.2","Estimated value","Official estimate integrated with FAO data","","","","","%","0.9","Estimated value","Official estimate integrated with FAO data","","","","","","","",""
"Thailand [764]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","1.1","Estimated value","Official estimate integrated with FAO data","","","","","%","1","Estimated value","Official estimate integrated with FAO data","","","","","%","0.8","Estimated value","Official estimate integrated with FAO data","","","","","","","",""
"Thailand [764]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","1.3","Estimated value","Official estimate integrated with FAO data","","","","","%","1.1","Official figure","Official estimate integrated with FAO data","","","","","%","0.8","Official figure","Official estimate integrated with FAO data","","","","","","","",""
"Timor-Leste [626]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","6825","Figure from external organization","","","","","","Int$/cap","5347","Figure from external organization","","","","","","Int$/cap","4331","Figure from external organization","","Int$/cap","4186","Figure from external organization",""
"Timor-Leste [626]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","<0.1","Figure from external organization","","","","","","million No","<0.1","Figure from external organization","","","","","","","","","","","","",""
"Timor-Leste [626]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","0.19","Figure from external organization","","","","","","","0.26","Figure from external organization","","","","","","","","","","","","",""
"Timor-Leste [626]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","8.9","Estimated value","Official estimate","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Timor-Leste [626]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","8.9","Estimated value","Official estimate","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Timor-Leste [626]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","8.9","Estimated value","Official estimate","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Togo [768]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","2577","Figure from external organization","","","","","","Int$/cap","2662","Figure from external organization","","","","","","Int$/cap","2768","Figure from external organization","","Int$/cap","2850","Figure from external organization",""
"Togo [768]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","0.5","Figure from external organization","","","","","","million No","0.5","Figure from external organization","","","","","","","","","","","","",""
"Togo [768]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","-0.7","Figure from external organization","","","","","","","-0.79","Figure from external organization","","","","","","","","","","","","",""
"Togo [768]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","11.6","Estimated value","Official estimate integrated with FAO data","","","","","%","10","Estimated value","Official estimate integrated with FAO data","","","","","%","9.7","Estimated value","Official estimate integrated with FAO data","","","","","","","",""
"Togo [768]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","13.9","Estimated value","Official estimate integrated with FAO data","","","","","%","11.8","Estimated value","Official estimate integrated with FAO data","","","","","%","10.2","Estimated value","Official estimate integrated with FAO data","","","","","","","",""
"Togo [768]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","12.8","Estimated value","Official estimate integrated with FAO data","","","","","%","10.9","Estimated value","Official estimate integrated with FAO data","","","","","%","9.9","Estimated value","Official estimate integrated with FAO data","","","","","","","",""
"Tokelau [772]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tokelau [772]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","<0.1","Figure from external organization","","","","","","million No","<0.1","Figure from external organization","","","","","","","","","","","","",""
"Tokelau [772]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tokelau [772]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Tokelau [772]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Tokelau [772]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Tonga [776]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","7035","Figure from external organization","","","","","","Int$/cap","6902","Figure from external organization","","","","","","Int$/cap","7076","Figure from external organization","","","","",""
"Tonga [776]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","<0.1","Figure from external organization","","","","","","million No","<0.1","Figure from external organization","","","","","","","","","","","","",""
